"","DISTRICTE","DATA_REFERENCIA","BARRI","NACIONALITAT","SEXE","POBLACIO","perimeter","area"
"1",1,2011,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Dona",2,6213.4709,2250515.8709
"2",1,2011,"ANTIC POBLE DE SANT PERE      ","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"3",1,2011,"CEMENTIRI VELL                ","ALEMANYA                      ","Home",1,6213.4709,2250515.8709
"4",1,2011,"CEMENTIRI VELL                ","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"5",1,2011,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",42,6213.4709,2250515.8709
"6",1,2011,"CEMENTIRI VELL                ","ESPANYA                       ","Home",30,6213.4709,2250515.8709
"7",1,2011,"CEMENTIRI VELL                ","MARROC, EL                    ","Dona",4,6213.4709,2250515.8709
"8",1,2011,"CEMENTIRI VELL                ","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"9",1,2011,"CEMENTIRI VELL                ","ROMANIA                       ","Home",1,6213.4709,2250515.8709
"10",1,2011,"CEMENTIRI VELL                ","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"11",1,2011,"CENTRE                        ","ESPANYA                       ","Home",106,6213.4709,2250515.8709
"12",1,2011,"CENTRE                        ","ITÀLIA                        ","Dona",1,6213.4709,2250515.8709
"13",1,2011,"CENTRE                        ","REGNE UNIT, EL                ","Dona",1,6213.4709,2250515.8709
"14",1,2011,"CENTRE                        ","XILE                          ","Home",1,6213.4709,2250515.8709
"15",1,2011,"CENTRE                        ","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"16",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",23,6213.4709,2250515.8709
"17",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","ROMANIA                       ","Dona",1,6213.4709,2250515.8709
"18",1,2011,"VALLPARADÍS                   ","ALEMANYA                      ","Dona",1,6213.4709,2250515.8709
"19",1,2011,"VALLPARADÍS                   ","BOLÍVIA                       ","Home",1,6213.4709,2250515.8709
"20",1,2011,"VALLPARADÍS                   ","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"21",1,2011,"VALLPARADÍS                   ","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"22",1,2014,"VALLPARADÍS                   ","ESPANYA                       ","Dona",18,6213.4709,2250515.8709
"23",1,2014,"VALLPARADÍS                   ","PAKISTAN, EL                  ","Home",1,6213.4709,2250515.8709
"24",1,2014,"VALLPARADÍS                   ","SENEGAL, EL                   ","Home",1,6213.4709,2250515.8709
"25",1,2011,"CENTRE                        ","PARAGUAI, EL                  ","Dona",2,6213.4709,2250515.8709
"26",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"27",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",22,6213.4709,2250515.8709
"28",1,2012,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Dona",6,6213.4709,2250515.8709
"29",1,2012,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",2,6213.4709,2250515.8709
"30",1,2012,"ANTIC POBLE DE SANT PERE      ","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"31",1,2012,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",44,6213.4709,2250515.8709
"32",1,2012,"CEMENTIRI VELL                ","ESPANYA                       ","Home",34,6213.4709,2250515.8709
"33",1,2012,"CEMENTIRI VELL                ","PERÚ, EL                      ","Home",1,6213.4709,2250515.8709
"34",1,2012,"CEMENTIRI VELL                ","SENEGAL, EL                   ","Home",1,6213.4709,2250515.8709
"35",1,2012,"CEMENTIRI VELL                ","UCRAÏNA                       ","Home",1,6213.4709,2250515.8709
"36",1,2012,"CEMENTIRI VELL                ","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"37",1,2012,"CENTRE                        ","EQUADOR, L                    ","Home",2,6213.4709,2250515.8709
"38",1,2012,"CENTRE                        ","ESPANYA                       ","Home",110,6213.4709,2250515.8709
"39",1,2012,"CENTRE                        ","MARROC, EL                    ","Dona",6,6213.4709,2250515.8709
"40",1,2012,"CENTRE                        ","MÈXIC                         ","Dona",1,6213.4709,2250515.8709
"41",1,2012,"CENTRE                        ","REPÚBLICA DOMINICANA, LA      ","Dona",1,6213.4709,2250515.8709
"42",1,2012,"CENTRE                        ","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"43",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","COLÒMBIA                      ","Home",1,6213.4709,2250515.8709
"44",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",22,6213.4709,2250515.8709
"45",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",2,6213.4709,2250515.8709
"46",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"47",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"48",1,2012,"VALLPARADÍS                   ","ESPANYA                       ","Dona",17,6213.4709,2250515.8709
"49",1,2012,"VALLPARADÍS                   ","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"50",1,2012,"VALLPARADÍS                   ","PANAMÀ, EL                    ","Dona",1,6213.4709,2250515.8709
"51",1,2012,"CEMENTIRI VELL                ","ROMANIA                       ","Dona",2,6213.4709,2250515.8709
"52",1,2012,"CEMENTIRI VELL                ","SENEGAL, EL                   ","Dona",2,6213.4709,2250515.8709
"53",1,2012,"CEMENTIRI VELL                ","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"54",1,2012,"CENTRE                        ","ARGENTINA, L                  ","Dona",1,6213.4709,2250515.8709
"55",1,2012,"CENTRE                        ","BOLÍVIA                       ","Dona",1,6213.4709,2250515.8709
"56",1,2012,"CENTRE                        ","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"57",1,2012,"CENTRE                        ","ESPANYA                       ","Dona",87,6213.4709,2250515.8709
"58",1,2012,"CENTRE                        ","MARROC, EL                    ","Home",5,6213.4709,2250515.8709
"59",1,2012,"CENTRE                        ","PAKISTAN, EL                  ","Dona",1,6213.4709,2250515.8709
"60",1,2012,"CENTRE                        ","PARAGUAI, EL                  ","Dona",1,6213.4709,2250515.8709
"61",1,2012,"CENTRE                        ","ROMANIA                       ","Dona",1,6213.4709,2250515.8709
"62",1,2012,"CENTRE                        ","URUGUAI, L                    ","Dona",1,6213.4709,2250515.8709
"63",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","ARGENTINA, L                  ","Home",1,6213.4709,2250515.8709
"64",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",12,6213.4709,2250515.8709
"65",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","ITÀLIA                        ","Dona",1,6213.4709,2250515.8709
"66",1,2012,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",2,6213.4709,2250515.8709
"67",1,2012,"VALLPARADÍS                   ","ESPANYA                       ","Home",16,6213.4709,2250515.8709
"68",1,2012,"VALLPARADÍS                   ","SENEGAL, EL                   ","Dona",1,6213.4709,2250515.8709
"69",1,2014,"CEMENTIRI VELL                ","ESPANYA                       ","Home",31,6213.4709,2250515.8709
"70",1,2014,"CEMENTIRI VELL                ","MARROC, EL                    ","Dona",2,6213.4709,2250515.8709
"71",1,2014,"CENTRE                        ","ARGENTINA, L                  ","Dona",1,6213.4709,2250515.8709
"72",1,2014,"CENTRE                        ","BRASIL, EL                    ","Dona",1,6213.4709,2250515.8709
"73",1,2014,"CENTRE                        ","ESPANYA                       ","Dona",75,6213.4709,2250515.8709
"74",1,2014,"CENTRE                        ","ESPANYA                       ","Home",87,6213.4709,2250515.8709
"75",1,2014,"CENTRE                        ","HONDURES                      ","Home",1,6213.4709,2250515.8709
"76",1,2014,"CENTRE                        ","ISLÀNDIA                      ","Dona",1,6213.4709,2250515.8709
"77",1,2014,"CENTRE                        ","MARROC, EL                    ","Home",2,6213.4709,2250515.8709
"78",1,2014,"CENTRE                        ","PAKISTAN, EL                  ","Home",1,6213.4709,2250515.8709
"79",1,2014,"CENTRE                        ","PERÚ, EL                      ","Dona",1,6213.4709,2250515.8709
"80",1,2014,"CENTRE                        ","REPÚBLICA DOMINICANA, LA      ","Dona",1,6213.4709,2250515.8709
"81",1,2014,"CENTRE                        ","UCRAÏNA                       ","Dona",1,6213.4709,2250515.8709
"82",1,2014,"CENTRE                        ","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"83",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","EL SALVADOR                   ","Home",1,6213.4709,2250515.8709
"84",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"85",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",25,6213.4709,2250515.8709
"86",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",15,6213.4709,2250515.8709
"87",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"88",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","SENEGAL, EL                   ","Dona",1,6213.4709,2250515.8709
"89",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","SENEGAL, EL                   ","Home",1,6213.4709,2250515.8709
"90",1,2014,"VALLPARADÍS                   ","ESPANYA                       ","Home",21,6213.4709,2250515.8709
"91",1,2013,"CEMENTIRI VELL                ","COLÒMBIA                      ","Home",1,6213.4709,2250515.8709
"92",1,2013,"CEMENTIRI VELL                ","ESPANYA                       ","Home",40,6213.4709,2250515.8709
"93",1,2013,"CEMENTIRI VELL                ","MARROC, EL                    ","Dona",3,6213.4709,2250515.8709
"94",1,2013,"CEMENTIRI VELL                ","MARROC, EL                    ","Home",4,6213.4709,2250515.8709
"95",1,2013,"CENTRE                        ","ARGENTINA, L                  ","Home",1,6213.4709,2250515.8709
"96",1,2013,"CENTRE                        ","ARMÈNIA                       ","Home",1,6213.4709,2250515.8709
"97",1,2013,"CENTRE                        ","ESPANYA                       ","Dona",83,6213.4709,2250515.8709
"98",1,2013,"CENTRE                        ","ESPANYA                       ","Home",105,6213.4709,2250515.8709
"99",1,2013,"CENTRE                        ","MARROC, EL                    ","Home",3,6213.4709,2250515.8709
"100",1,2013,"CENTRE                        ","NIGÈRIA                       ","Dona",1,6213.4709,2250515.8709
"101",1,2013,"CENTRE                        ","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"102",1,2013,"CENTRE                        ","PERÚ, EL                      ","Dona",1,6213.4709,2250515.8709
"103",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",17,6213.4709,2250515.8709
"104",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",21,6213.4709,2250515.8709
"105",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","HONDURES                      ","Dona",1,6213.4709,2250515.8709
"106",1,2015,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Dona",3,6213.4709,2250515.8709
"107",1,2014,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Dona",5,6213.4709,2250515.8709
"108",1,2014,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",24,6213.4709,2250515.8709
"109",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",3,6213.4709,2250515.8709
"110",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",7,6213.4709,2250515.8709
"111",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","NIGÈRIA                       ","Dona",1,6213.4709,2250515.8709
"112",1,2011,"PL. CATALUNYA - ESC. INDUSTRIA","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"113",1,2011,"VALLPARADÍS                   ","ESPANYA                       ","Dona",13,6213.4709,2250515.8709
"114",1,2011,"VALLPARADÍS                   ","ESPANYA                       ","Home",13,6213.4709,2250515.8709
"115",1,2011,"VALLPARADÍS                   ","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"116",1,2015,"CENTRE                        ","ARMÈNIA                       ","Dona",1,6213.4709,2250515.8709
"117",1,2015,"CENTRE                        ","ESPANYA                       ","Home",100,6213.4709,2250515.8709
"118",1,2015,"CENTRE                        ","PARAGUAI, EL                  ","Home",1,6213.4709,2250515.8709
"119",1,2015,"CENTRE                        ","ROMANIA                       ","Dona",1,6213.4709,2250515.8709
"120",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","BOLÍVIA                       ","Home",1,6213.4709,2250515.8709
"121",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","BRASIL, EL                    ","Dona",2,6213.4709,2250515.8709
"122",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"123",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",13,6213.4709,2250515.8709
"124",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","ESTATS UNITS D AMÈRICA, ELS   ","Home",1,6213.4709,2250515.8709
"125",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","HONDURES                      ","Home",1,6213.4709,2250515.8709
"126",1,2015,"VALLPARADÍS                   ","BRASIL, EL                    ","Dona",1,6213.4709,2250515.8709
"127",1,2015,"VALLPARADÍS                   ","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"128",1,2015,"VALLPARADÍS                   ","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"129",1,2013,"VALLPARADÍS                   ","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"130",1,2013,"VALLPARADÍS                   ","SENEGAL, EL                   ","Home",1,6213.4709,2250515.8709
"131",1,2012,"CEMENTIRI VELL                ","MARROC, EL                    ","Dona",3,6213.4709,2250515.8709
"132",1,2011,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",2,6213.4709,2250515.8709
"133",1,2014,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",2,6213.4709,2250515.8709
"134",1,2014,"CEMENTIRI VELL                ","MARROC, EL                    ","Home",4,6213.4709,2250515.8709
"135",1,2014,"CEMENTIRI VELL                ","REGNE UNIT, EL                ","Home",1,6213.4709,2250515.8709
"136",1,2014,"CENTRE                        ","COLÒMBIA                      ","Dona",1,6213.4709,2250515.8709
"137",1,2014,"CENTRE                        ","MARROC, EL                    ","Dona",4,6213.4709,2250515.8709
"138",1,2014,"CENTRE                        ","PARAGUAI, EL                  ","Dona",1,6213.4709,2250515.8709
"139",1,2014,"CENTRE                        ","XILE                          ","Dona",1,6213.4709,2250515.8709
"140",1,2014,"CENTRE                        ","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"141",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","COLÒMBIA                      ","Home",1,6213.4709,2250515.8709
"142",1,2014,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"143",1,2011,"CENTRE                        ","GUINEA EQUATORIAL, LA         ","Dona",1,6213.4709,2250515.8709
"144",1,2011,"CENTRE                        ","MARROC, EL                    ","Dona",2,6213.4709,2250515.8709
"145",1,2011,"CENTRE                        ","MARROC, EL                    ","Home",7,6213.4709,2250515.8709
"146",1,2015,"VALLPARADÍS                   ","ESPANYA                       ","Home",21,6213.4709,2250515.8709
"147",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"148",1,2015,"CEMENTIRI VELL                ","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"149",1,2015,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",23,6213.4709,2250515.8709
"150",1,2015,"CEMENTIRI VELL                ","ESPANYA                       ","Home",32,6213.4709,2250515.8709
"151",1,2015,"CEMENTIRI VELL                ","ITÀLIA                        ","Dona",1,6213.4709,2250515.8709
"152",1,2015,"CEMENTIRI VELL                ","ITÀLIA                        ","Home",1,6213.4709,2250515.8709
"153",1,2015,"CEMENTIRI VELL                ","MARROC, EL                    ","Dona",4,6213.4709,2250515.8709
"154",1,2015,"CEMENTIRI VELL                ","PERÚ, EL                      ","Home",1,6213.4709,2250515.8709
"155",1,2015,"CEMENTIRI VELL                ","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"156",1,2013,"VALLPARADÍS                   ","ESPANYA                       ","Dona",10,6213.4709,2250515.8709
"157",1,2016,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Dona",2,6213.4709,2250515.8709
"158",1,2016,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",2,6213.4709,2250515.8709
"159",1,2012,"CEMENTIRI VELL                ","MARROC, EL                    ","Home",4,6213.4709,2250515.8709
"160",1,2016,"CEMENTIRI VELL                ","ESPANYA                       ","Home",7,6213.4709,2250515.8709
"161",1,2013,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",4,6213.4709,2250515.8709
"162",1,2013,"CEMENTIRI VELL                ","CUBA                          ","Dona",1,6213.4709,2250515.8709
"163",1,2013,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",41,6213.4709,2250515.8709
"164",1,2013,"CEMENTIRI VELL                ","MÈXIC                         ","Home",1,6213.4709,2250515.8709
"165",1,2013,"CENTRE                        ","MARROC, EL                    ","Dona",6,6213.4709,2250515.8709
"166",1,2013,"CENTRE                        ","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"167",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",5,6213.4709,2250515.8709
"168",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"169",1,2011,"CENTRE                        ","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"170",1,2016,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",2,6213.4709,2250515.8709
"171",1,2011,"CENTRE                        ","ESPANYA                       ","Dona",101,6213.4709,2250515.8709
"172",1,2016,"CEMENTIRI VELL                ","ESPANYA                       ","Dona",11,6213.4709,2250515.8709
"173",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","XINA, LA                      ","Home",1,6213.4709,2250515.8709
"174",1,2011,"ANTIC POBLE DE SANT PERE      ","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"175",1,2011,"CEMENTIRI VELL                ","BOLÍVIA                       ","Home",1,6213.4709,2250515.8709
"176",1,2011,"CEMENTIRI VELL                ","COLÒMBIA                      ","Dona",1,6213.4709,2250515.8709
"177",1,2011,"CEMENTIRI VELL                ","COLÒMBIA                      ","Home",1,6213.4709,2250515.8709
"178",1,2011,"CEMENTIRI VELL                ","CUBA                          ","Home",1,6213.4709,2250515.8709
"179",1,2011,"CEMENTIRI VELL                ","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"180",1,2011,"CEMENTIRI VELL                ","MARROC, EL                    ","Home",5,6213.4709,2250515.8709
"181",1,2011,"CEMENTIRI VELL                ","ROMANIA                       ","Dona",1,6213.4709,2250515.8709
"182",1,2016,"CENTRE                        ","ESPANYA                       ","Dona",25,6213.4709,2250515.8709
"183",1,2015,"VALLPARADÍS                   ","ESPANYA                       ","Dona",16,6213.4709,2250515.8709
"184",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","BOLÍVIA                       ","Dona",1,6213.4709,2250515.8709
"185",1,2016,"VALLPARADÍS                   ","ESPANYA                       ","Home",7,6213.4709,2250515.8709
"186",1,2016,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",1,6213.4709,2250515.8709
"187",1,2013,"VALLPARADÍS                   ","ESPANYA                       ","Home",20,6213.4709,2250515.8709
"188",1,2016,"CENTRE                        ","EQUADOR, L                    ","Home",1,6213.4709,2250515.8709
"189",1,2013,"PL. CATALUNYA - ESC. INDUSTRIA","PERÚ, EL                      ","Dona",1,6213.4709,2250515.8709
"190",1,2013,"VALLPARADÍS                   ","EQUADOR, L                    ","Dona",1,6213.4709,2250515.8709
"191",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Dona",17,6213.4709,2250515.8709
"192",1,2013,"VALLPARADÍS                   ","NIGÈRIA                       ","Dona",1,6213.4709,2250515.8709
"193",1,2013,"VALLPARADÍS                   ","REPÚBLICA DOMINICANA, LA      ","Home",1,6213.4709,2250515.8709
"194",1,2013,"VALLPARADÍS                   ","SENEGAL, EL                   ","Dona",1,6213.4709,2250515.8709
"195",1,2015,"ANTIC POBLE DE SANT PERE      ","ESPANYA                       ","Home",1,6213.4709,2250515.8709
"196",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Home",6,6213.4709,2250515.8709
"197",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",3,6213.4709,2250515.8709
"198",1,2016,"PL. CATALUNYA - ESC. INDUSTRIA","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"199",1,2015,"CENTRE                        ","MARROC, EL                    ","Home",3,6213.4709,2250515.8709
"200",1,2015,"CEMENTIRI VELL                ","MARROC, EL                    ","Home",4,6213.4709,2250515.8709
"201",1,2015,"CENTRE                        ","ESPANYA                       ","Dona",102,6213.4709,2250515.8709
"202",1,2015,"CENTRE                        ","MARROC, EL                    ","Dona",1,6213.4709,2250515.8709
"203",1,2016,"PL. CATALUNYA - ESC. INDUSTRIA","XINA, LA                      ","Dona",1,6213.4709,2250515.8709
"204",1,2016,"VALLPARADÍS                   ","ESPANYA                       ","Dona",4,6213.4709,2250515.8709
"205",1,2015,"PL. CATALUNYA - ESC. INDUSTRIA","IRAN, L                       ","Home",1,6213.4709,2250515.8709
"206",1,2016,"PL. CATALUNYA - ESC. INDUSTRIA","ESPANYA                       ","Home",1,6213.4709,2250515.8709
"207",1,2016,"CENTRE                        ","ESPANYA                       ","Home",26,6213.4709,2250515.8709
"208",2,2012,"CA N ANGLADA                  ","PARAGUAI, EL                  ","Dona",1,9905.9888,3888175.6405
"209",2,2011,"TORRE-SANA                    ","EQUADOR, L                    ","Dona",1,9905.9888,3888175.6405
"210",2,2012,"MONTSERRAT                    ","MARROC, EL                    ","Home",12,9905.9888,3888175.6405
"211",2,2012,"CA N ANGLADA                  ","MARROC, EL                    ","Home",59,9905.9888,3888175.6405
"212",2,2012,"CA N ANGLADA                  ","MARROC, EL                    ","Dona",41,9905.9888,3888175.6405
"213",2,2012,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",3,9905.9888,3888175.6405
"214",2,2014,"CA N ANGLADA                  ","BOLÍVIA                       ","Home",1,9905.9888,3888175.6405
"215",2,2012,"CA N ANGLADA                  ","XINA, LA                      ","Home",1,9905.9888,3888175.6405
"216",2,2012,"MONTSERRAT                    ","ESPANYA                       ","Dona",3,9905.9888,3888175.6405
"217",2,2011,"CA N ANGLADA                  ","TUNÍSIA                       ","Home",1,9905.9888,3888175.6405
"218",2,2012,"MONTSERRAT                    ","GHANA                         ","Dona",1,9905.9888,3888175.6405
"219",2,2011,"TORRE-SANA                    ","PORTUGAL                      ","Dona",1,9905.9888,3888175.6405
"220",2,2012,"SECTOR MONTSERRAT             ","ESPANYA                       ","Home",2,9905.9888,3888175.6405
"221",2,2011,"MONTSERRAT                    ","MARROC, EL                    ","Home",6,9905.9888,3888175.6405
"222",2,2011,"SECTOR MONTSERRAT             ","ESPANYA                       ","Home",3,9905.9888,3888175.6405
"223",2,2011,"CA N ANGLADA                  ","VENEÇUELA                     ","Home",1,9905.9888,3888175.6405
"224",2,2011,"CA N ANGLADA                  ","XINA, LA                      ","Dona",1,9905.9888,3888175.6405
"225",2,2011,"TORRE-SANA                    ","MARROC, EL                    ","Home",7,9905.9888,3888175.6405
"226",2,2011,"CA N ANGLADA                  ","MARROC, EL                    ","Home",71,9905.9888,3888175.6405
"227",2,2011,"TORRE-SANA                    ","POLÒNIA                       ","Home",1,9905.9888,3888175.6405
"228",2,2011,"CA N ANGLADA                  ","NIGÈRIA                       ","Home",2,9905.9888,3888175.6405
"229",2,2012,"CA N ANGLADA                  ","BOLÍVIA                       ","Dona",1,9905.9888,3888175.6405
"230",2,2012,"TORRE-SANA                    ","ESPANYA                       ","Dona",42,9905.9888,3888175.6405
"231",2,2012,"TORRE-SANA                    ","MARROC, EL                    ","Home",5,9905.9888,3888175.6405
"232",2,2011,"VILARDELL                     ","ESPANYA                       ","Home",1,9905.9888,3888175.6405
"233",2,2011,"MONTSERRAT                    ","MARROC, EL                    ","Dona",8,9905.9888,3888175.6405
"234",2,2012,"CA N ANGLADA                  ","ESPANYA                       ","Dona",28,9905.9888,3888175.6405
"235",2,2011,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",3,9905.9888,3888175.6405
"236",2,2015,"CA N ANGLADA                  ","ALGÈRIA                       ","Home",1,9905.9888,3888175.6405
"237",2,2015,"CA N ANGLADA                  ","EQUADOR, L                    ","Home",1,9905.9888,3888175.6405
"238",2,2011,"CA N ANGLADA                  ","XINA, LA                      ","Home",2,9905.9888,3888175.6405
"239",2,2011,"MONTSERRAT                    ","ESPANYA                       ","Home",5,9905.9888,3888175.6405
"240",2,2012,"VILARDELL                     ","ESPANYA                       ","Dona",2,9905.9888,3888175.6405
"241",2,2011,"MONTSERRAT                    ","SENEGAL, EL                   ","Dona",1,9905.9888,3888175.6405
"242",2,2011,"SECTOR MONTSERRAT             ","ESPANYA                       ","Dona",3,9905.9888,3888175.6405
"243",2,2011,"TORRE-SANA                    ","ESPANYA                       ","Home",51,9905.9888,3888175.6405
"244",2,2011,"TORRE-SANA                    ","PORTUGAL                      ","Home",1,9905.9888,3888175.6405
"245",2,2011,"VILARDELL                     ","ESPANYA                       ","Dona",4,9905.9888,3888175.6405
"246",2,2011,"CA N ANGLADA                  ","SENEGAL, EL                   ","Dona",2,9905.9888,3888175.6405
"247",2,2011,"MONTSERRAT                    ","ESPANYA                       ","Dona",8,9905.9888,3888175.6405
"248",2,2013,"MONTSERRAT                    ","ESPANYA                       ","Dona",1,9905.9888,3888175.6405
"249",2,2011,"CA N ANGLADA                  ","TUNÍSIA                       ","Dona",1,9905.9888,3888175.6405
"250",2,2011,"CA N ANGLADA                  ","ALGÈRIA                       ","Dona",1,9905.9888,3888175.6405
"251",2,2015,"CA N ANGLADA                  ","ESPANYA                       ","Dona",38,9905.9888,3888175.6405
"252",2,2014,"CA N ANGLADA                  ","EQUADOR, L                    ","Dona",2,9905.9888,3888175.6405
"253",2,2011,"CA N ANGLADA                  ","ESPANYA                       ","Dona",33,9905.9888,3888175.6405
"254",2,2012,"CA N ANGLADA                  ","COLÒMBIA                      ","Dona",1,9905.9888,3888175.6405
"255",2,2012,"CA N ANGLADA                  ","EQUADOR, L                    ","Home",2,9905.9888,3888175.6405
"256",2,2012,"CA N ANGLADA                  ","HONDURES                      ","Home",1,9905.9888,3888175.6405
"257",2,2012,"CA N ANGLADA                  ","PAKISTAN, EL                  ","Home",1,9905.9888,3888175.6405
"258",2,2012,"CA N ANGLADA                  ","ROMANIA                       ","Dona",1,9905.9888,3888175.6405
"259",2,2012,"CA N ANGLADA                  ","ROMANIA                       ","Home",1,9905.9888,3888175.6405
"260",2,2012,"CA N ANGLADA                  ","SENEGAL, EL                   ","Home",3,9905.9888,3888175.6405
"261",2,2012,"CA N ANGLADA                  ","XINA, LA                      ","Dona",4,9905.9888,3888175.6405
