"","DISTRICTE","DATA_REFERENCIA","BARRI","NACIONALITAT","SEXE","POBLACIO","perimeter","area"
"962",5,2013,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",10,31628.0051,31123000
"963",5,2011,"CAN BOADA CASC ANTIC          ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"964",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Home",2,31628.0051,31123000
"965",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Home",2,31628.0051,31123000
"966",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","XILE                          ","Dona",1,31628.0051,31123000
"967",5,2012,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",6,31628.0051,31123000
"968",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",53,31628.0051,31123000
"969",5,2011,"CAN ROCA                      ","ARGENTINA, L                  ","Dona",1,31628.0051,31123000
"970",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Home",1,31628.0051,31123000
"971",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","BRASIL, EL                    ","Home",1,31628.0051,31123000
"972",5,2011,"PLA DEL BON AIRE              ","BOLÍVIA                       ","Dona",1,31628.0051,31123000
"973",5,2011,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",4,31628.0051,31123000
"974",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"975",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",65,31628.0051,31123000
"976",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",80,31628.0051,31123000
"977",5,2011,"SANT PERE                     ","NIGÈRIA                       ","Dona",1,31628.0051,31123000
"978",5,2011,"SANT PERE                     ","PARAGUAI, EL                  ","Dona",3,31628.0051,31123000
"979",5,2011,"SANT PERE                     ","PARAGUAI, EL                  ","Home",2,31628.0051,31123000
"980",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","EQUADOR, L                    ","Dona",1,31628.0051,31123000
"981",5,2015,"CAN ROCA                      ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"982",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",68,31628.0051,31123000
"983",5,2015,"PLA DEL BON AIRE              ","ESPANYA                       ","Home",11,31628.0051,31123000
"984",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Home",2,31628.0051,31123000
"985",5,2013,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Home",1,31628.0051,31123000
"986",5,2013,"CAN GONTERES                  ","ESPANYA                       ","Home",1,31628.0051,31123000
"987",5,2011,"SANT PERE                     ","ESPANYA                       ","Home",64,31628.0051,31123000
"988",5,2011,"SANT PERE                     ","MARROC, EL                    ","Home",6,31628.0051,31123000
"989",5,2011,"SANT PERE                     ","MOLDÀVIA                      ","Home",1,31628.0051,31123000
"990",5,2013,"TORRENT D EN PERE PARRES      ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"991",5,2013,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Dona",2,31628.0051,31123000
"992",5,2013,"TORRENT D EN PERE PARRES      ","NIGÈRIA                       ","Dona",1,31628.0051,31123000
"993",5,2014,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",18,31628.0051,31123000
"994",5,2014,"TORRENT D EN PERE PARRES      ","GUINEA EQUATORIAL, LA         ","Dona",1,31628.0051,31123000
"995",5,2011,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Dona",29,31628.0051,31123000
"996",5,2013,"TORRENT D EN PERE PARRES      ","REPÚBLICA DOMINICANA, LA      ","Home",2,31628.0051,31123000
"997",5,2013,"TORRENT D EN PERE PARRES      ","XINA, LA                      ","Home",1,31628.0051,31123000
"998",5,2011,"CAN BOADA CASC ANTIC          ","SENEGAL, EL                   ","Home",2,31628.0051,31123000
"999",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"1000",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",49,31628.0051,31123000
"1001",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Dona",3,31628.0051,31123000
"1002",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Home",7,31628.0051,31123000
"1003",5,2012,"CAN BOADA DEL PI              ","PAKISTAN, EL                  ","Home",1,31628.0051,31123000
"1004",5,2013,"CAN BOADA CASC ANTIC          ","EL SALVADOR                   ","Dona",1,31628.0051,31123000
"1005",5,2013,"CAN BOADA CASC ANTIC          ","EQUADOR, L                    ","Dona",2,31628.0051,31123000
"1006",5,2013,"CAN BOADA CASC ANTIC          ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1007",5,2013,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Dona",36,31628.0051,31123000
"1008",5,2013,"CAN BOADA CASC ANTIC          ","GUINEA EQUATORIAL, LA         ","Dona",1,31628.0051,31123000
"1009",5,2013,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Dona",5,31628.0051,31123000
"1010",5,2013,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Home",6,31628.0051,31123000
"1011",5,2013,"CAN BOADA CASC ANTIC          ","PAKISTAN, EL                  ","Dona",2,31628.0051,31123000
"1012",5,2013,"CAN BOADA CASC ANTIC          ","SENEGAL, EL                   ","Dona",1,31628.0051,31123000
"1013",5,2014,"CAN BOADA CASC ANTIC          ","EQUADOR, L                    ","Dona",1,31628.0051,31123000
"1014",5,2014,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Dona",17,31628.0051,31123000
"1015",5,2014,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Home",4,31628.0051,31123000
"1016",5,2014,"CAN BOADA DEL PI              ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"1017",5,2014,"CAN BOADA DEL PI              ","ESPANYA                       ","Dona",5,31628.0051,31123000
"1018",5,2014,"TORRENT D EN PERE PARRES      ","ROMANIA                       ","Home",1,31628.0051,31123000
"1019",5,2014,"CAN BOADA DEL PI              ","SENEGAL, EL                   ","Dona",1,31628.0051,31123000
"1020",5,2014,"CAN ROCA                      ","ESPANYA                       ","Dona",40,31628.0051,31123000
"1021",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",47,31628.0051,31123000
"1022",5,2015,"ELS CAUS - ELS PINETONS       ","ESPANYA                       ","Dona",1,31628.0051,31123000
"1023",5,2013,"SANT PERE                     ","ARGENTINA, L                  ","Dona",1,31628.0051,31123000
"1024",5,2015,"PLA DEL BON AIRE - EL GARROT  ","ESPANYA                       ","Home",1,31628.0051,31123000
"1025",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","ALGÈRIA                       ","Home",1,31628.0051,31123000
"1026",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Dona",3,31628.0051,31123000
"1027",5,2013,"SANT PERE                     ","MARROC, EL                    ","Home",3,31628.0051,31123000
"1028",5,2013,"SANT PERE                     ","PERÚ, EL                      ","Home",2,31628.0051,31123000
"1029",5,2013,"SANT PERE                     ","SENEGAL, EL                   ","Dona",1,31628.0051,31123000
"1030",5,2014,"SANT PERE                     ","MARROC, EL                    ","Dona",2,31628.0051,31123000
"1031",5,2013,"TORRENT D EN PERE PARRES      ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1032",5,2013,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",20,31628.0051,31123000
"1033",5,2013,"CAN GONTERES                  ","ESPANYA                       ","Dona",2,31628.0051,31123000
"1034",5,2013,"CAN ROCA                      ","ESPANYA                       ","Dona",32,31628.0051,31123000
"1035",5,2013,"CAN ROCA                      ","ESPANYA                       ","Home",33,31628.0051,31123000
"1036",5,2013,"CAN ROCA                      ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1037",5,2013,"DISSEMINATS                   ","ESPANYA                       ","Home",1,31628.0051,31123000
"1038",5,2015,"PLA DEL BON AIRE - EL GARROT  ","ESPANYA                       ","Dona",1,31628.0051,31123000
"1039",5,2011,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Home",1,31628.0051,31123000
"1040",5,2011,"CAN BOADA DEL PI              ","EQUADOR, L                    ","Dona",1,31628.0051,31123000
"1041",5,2011,"CAN BOADA DEL PI              ","ESPANYA                       ","Dona",6,31628.0051,31123000
"1042",5,2011,"CAN BOADA DEL PI              ","MARROC, EL                    ","Home",4,31628.0051,31123000
"1043",5,2011,"CAN ROCA                      ","ESPANYA                       ","Dona",34,31628.0051,31123000
"1044",5,2011,"CAN ROCA                      ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1045",5,2011,"CAN ROCA                      ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1046",5,2011,"CAN ROCA                      ","VENEÇUELA                     ","Home",1,31628.0051,31123000
"1047",5,2011,"DISSEMINATS                   ","ESPANYA                       ","Home",1,31628.0051,31123000
"1048",5,2011,"SANT PERE                     ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1049",5,2011,"SANT PERE                     ","FRANÇA                        ","Home",1,31628.0051,31123000
"1050",5,2011,"SANT PERE                     ","LITUÀNIA                      ","Home",1,31628.0051,31123000
"1051",5,2011,"SANT PERE                     ","MARROC, EL                    ","Dona",3,31628.0051,31123000
"1052",5,2011,"SANT PERE                     ","XINA, LA                      ","Home",1,31628.0051,31123000
"1053",5,2011,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",21,31628.0051,31123000
"1054",5,2011,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1055",5,2011,"SANT PERE                     ","ESPANYA                       ","Dona",50,31628.0051,31123000
"1056",5,2012,"CAN BOADA CASC ANTIC          ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1057",5,2012,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Dona",5,31628.0051,31123000
"1058",5,2012,"CAN BOADA CASC ANTIC          ","REPÚBLICA DOMINICANA, LA      ","Home",1,31628.0051,31123000
"1059",5,2012,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Dona",1,31628.0051,31123000
"1060",5,2012,"CAN BOADA DEL PI              ","COLÒMBIA                      ","Dona",1,31628.0051,31123000
"1061",5,2014,"CAN ROCA                      ","ITÀLIA                        ","Home",1,31628.0051,31123000
"1062",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","REPÚBLICA DOMINICANA, LA      ","Home",1,31628.0051,31123000
"1063",5,2014,"DISSEMINATS                   ","ESPANYA                       ","Dona",2,31628.0051,31123000
"1064",5,2013,"SANT PERE                     ","ARGENTINA, L                  ","Home",1,31628.0051,31123000
"1065",5,2013,"SANT PERE                     ","ESPANYA                       ","Dona",61,31628.0051,31123000
"1066",5,2013,"SANT PERE                     ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1067",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",56,31628.0051,31123000
"1068",5,2014,"SANT PERE                     ","BOLÍVIA                       ","Dona",1,31628.0051,31123000
"1069",5,2014,"SANT PERE                     ","ESPANYA                       ","Dona",45,31628.0051,31123000
"1070",5,2016,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",6,31628.0051,31123000
"1071",5,2014,"SANT PERE                     ","PARAGUAI, EL                  ","Dona",2,31628.0051,31123000
"1072",5,2014,"SANT PERE                     ","PORTUGAL                      ","Dona",1,31628.0051,31123000
"1073",5,2015,"SANT PERE                     ","EL SALVADOR                   ","Dona",1,31628.0051,31123000
"1074",5,2015,"SANT PERE                     ","ESPANYA                       ","Dona",41,31628.0051,31123000
"1075",5,2015,"SANT PERE                     ","MARROC, EL                    ","Home",9,31628.0051,31123000
"1076",5,2015,"SANT PERE                     ","PARAGUAI, EL                  ","Dona",1,31628.0051,31123000
"1077",5,2015,"SANT PERE                     ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1078",5,2015,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",20,31628.0051,31123000
"1079",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",41,31628.0051,31123000
"1080",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",66,31628.0051,31123000
"1081",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Home",6,31628.0051,31123000
"1082",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","PARAGUAI, EL                  ","Dona",1,31628.0051,31123000
"1083",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","REPÚBLICA DOMINICANA, LA      ","Home",1,31628.0051,31123000
"1084",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Home",1,31628.0051,31123000
"1085",5,2015,"SANT PERE                     ","ESPANYA                       ","Home",47,31628.0051,31123000
"1086",5,2015,"SANT PERE                     ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1087",5,2015,"SANT PERE                     ","REPÚBLICA DOMINICANA, LA      ","Home",1,31628.0051,31123000
"1088",5,2015,"SANT PERE                     ","SENEGAL, EL                   ","Home",1,31628.0051,31123000
"1089",5,2015,"SANT PERE                     ","XINA, LA                      ","Home",1,31628.0051,31123000
"1090",5,2015,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",23,31628.0051,31123000
"1091",5,2015,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1092",5,2013,"SANT PERE                     ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1093",5,2013,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",22,31628.0051,31123000
"1094",5,2013,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Home",4,31628.0051,31123000
"1095",5,2013,"TORRENT D EN PERE PARRES      ","ROMANIA                       ","Dona",1,31628.0051,31123000
"1096",5,2014,"SANT PERE                     ","PERÚ, EL                      ","Dona",1,31628.0051,31123000
"1097",5,2014,"SANT PERE                     ","UGANDA                        ","Dona",1,31628.0051,31123000
"1098",5,2014,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",26,31628.0051,31123000
"1099",5,2012,"SANT PERE                     ","ESPANYA                       ","Home",56,31628.0051,31123000
"1100",5,2014,"TORRENT D EN PERE PARRES      ","SENEGAL, EL                   ","Home",1,31628.0051,31123000
"1101",5,2012,"SANT PERE                     ","MARROC, EL                    ","Home",3,31628.0051,31123000
"1102",5,2014,"CAN ROCA                      ","ROMANIA                       ","Home",1,31628.0051,31123000
"1103",5,2011,"SANT PERE                     ","PERÚ, EL                      ","Dona",1,31628.0051,31123000
"1104",5,2014,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",9,31628.0051,31123000
"1105",5,2014,"PLA DEL BON AIRE              ","ESPANYA                       ","Home",11,31628.0051,31123000
"1106",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"1107",5,2016,"SANT PERE                     ","ESPANYA                       ","Dona",15,31628.0051,31123000
"1108",5,2016,"SANT PERE                     ","ESPANYA                       ","Home",12,31628.0051,31123000
"1109",5,2016,"SANT PERE                     ","SENEGAL, EL                   ","Home",1,31628.0051,31123000
"1110",5,2016,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",6,31628.0051,31123000
"1111",5,2016,"TORRENT D EN PERE PARRES      ","PAKISTAN, EL                  ","Dona",1,31628.0051,31123000
"1112",5,2013,"CAN BOADA DEL PI              ","XILE                          ","Dona",1,31628.0051,31123000
"1113",5,2012,"CAN BOADA CASC ANTIC          ","EQUADOR, L                    ","Dona",1,31628.0051,31123000
"1114",5,2012,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Dona",28,31628.0051,31123000
"1115",5,2012,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Home",37,31628.0051,31123000
"1116",5,2012,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Home",3,31628.0051,31123000
"1117",5,2012,"CAN BOADA CASC ANTIC          ","SENEGAL, EL                   ","Home",2,31628.0051,31123000
"1118",5,2012,"CAN BOADA CASC ANTIC          ","XILE                          ","Home",1,31628.0051,31123000
"1119",5,2015,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Home",4,31628.0051,31123000
"1120",5,2015,"TORRENT D EN PERE PARRES      ","POLÒNIA                       ","Home",1,31628.0051,31123000
"1121",5,2015,"TORRENT D EN PERE PARRES      ","ROMANIA                       ","Dona",1,31628.0051,31123000
"1122",5,2014,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Dona",1,31628.0051,31123000
"1123",5,2014,"CAN BOADA DEL PI              ","ESPANYA                       ","Home",7,31628.0051,31123000
"1124",5,2014,"CAN BOADA DEL PI              ","MÈXIC                         ","Dona",1,31628.0051,31123000
"1125",5,2014,"CAN GONTERES                  ","ESPANYA                       ","Dona",1,31628.0051,31123000
"1126",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1127",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","REPÚBLICA DOMINICANA, LA      ","Dona",2,31628.0051,31123000
"1128",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Dona",2,31628.0051,31123000
"1129",5,2011,"PLA DEL BON AIRE              ","ESPANYA                       ","Home",12,31628.0051,31123000
"1130",5,2011,"PLA DEL BON AIRE - EL GARROT  ","ESPANYA                       ","Home",1,31628.0051,31123000
"1131",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","COLÒMBIA                      ","Home",3,31628.0051,31123000
"1132",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Dona",4,31628.0051,31123000
"1133",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1134",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","PERÚ, EL                      ","Dona",1,31628.0051,31123000
"1135",5,2011,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Dona",3,31628.0051,31123000
"1136",5,2012,"CAN BOADA CASC ANTIC          ","BOLÍVIA                       ","Dona",1,31628.0051,31123000
"1137",5,2012,"SANT PERE                     ","EQUADOR, L                    ","Home",2,31628.0051,31123000
"1138",5,2012,"SANT PERE                     ","ESPANYA                       ","Dona",60,31628.0051,31123000
"1139",5,2015,"SANT PERE                     ","ARGENTINA, L                  ","Dona",1,31628.0051,31123000
"1140",5,2012,"SANT PERE                     ","ITÀLIA                        ","Dona",1,31628.0051,31123000
"1141",5,2015,"CAN BOADA DEL PI              ","ESPANYA                       ","Home",4,31628.0051,31123000
"1142",5,2015,"CAN BOADA DEL PI              ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1143",5,2016,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Dona",5,31628.0051,31123000
"1144",5,2016,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Home",5,31628.0051,31123000
"1145",5,2011,"SANT PERE                     ","ROMANIA                       ","Dona",1,31628.0051,31123000
"1146",5,2011,"TORRENT D EN PERE PARRES      ","BRASIL, EL                    ","Dona",1,31628.0051,31123000
"1147",5,2011,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",29,31628.0051,31123000
"1148",5,2011,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1149",5,2011,"TORRENT D EN PERE PARRES      ","PARAGUAI, EL                  ","Dona",1,31628.0051,31123000
"1150",5,2011,"TORRENT D EN PERE PARRES      ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1151",5,2015,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Dona",1,31628.0051,31123000
"1152",5,2012,"CAN ROCA                      ","ESPANYA                       ","Home",36,31628.0051,31123000
"1153",5,2015,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Dona",1,31628.0051,31123000
"1154",5,2012,"DISSEMINATS                   ","ESPANYA                       ","Dona",1,31628.0051,31123000
"1155",5,2012,"DISSEMINATS                   ","ESPANYA                       ","Home",1,31628.0051,31123000
"1156",5,2015,"CAN GONTERES                  ","ESPANYA                       ","Dona",1,31628.0051,31123000
"1157",5,2015,"CAN ROCA                      ","ESPANYA                       ","Home",29,31628.0051,31123000
"1158",5,2015,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",8,31628.0051,31123000
"1159",5,2014,"CAN BOADA CASC ANTIC          ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"1160",5,2014,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Home",28,31628.0051,31123000
"1161",5,2014,"CAN BOADA CASC ANTIC          ","REPÚBLICA DOMINICANA, LA      ","Dona",1,31628.0051,31123000
"1162",5,2012,"CAN BOADA DEL PI              ","ESPANYA                       ","Home",7,31628.0051,31123000
"1163",5,2012,"CAN BOADA DEL PI              ","NIGÈRIA                       ","Home",1,31628.0051,31123000
"1164",5,2012,"CAN ROCA                      ","ESPANYA                       ","Dona",36,31628.0051,31123000
"1165",5,2015,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Dona",2,31628.0051,31123000
"1166",5,2012,"CAN ROCA                      ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1167",5,2016,"CAN BOADA CASC ANTIC          ","HONDURES                      ","Dona",3,31628.0051,31123000
"1168",5,2016,"CAN BOADA DEL PI              ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1169",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Home",2,31628.0051,31123000
"1170",5,2013,"POBLE NOU - ZONA ESPORTIVA    ","XINA, LA                      ","Dona",1,31628.0051,31123000
"1171",5,2013,"SANT PERE                     ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1172",5,2013,"SANT PERE                     ","ESPANYA                       ","Home",50,31628.0051,31123000
"1173",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","REPÚBLICA DOMINICANA, LA      ","Dona",1,31628.0051,31123000
"1174",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Home",1,31628.0051,31123000
"1175",5,2014,"SANT PERE                     ","COLÒMBIA                      ","Home",1,31628.0051,31123000
"1176",5,2014,"SANT PERE                     ","ESPANYA                       ","Home",47,31628.0051,31123000
"1177",5,2013,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Home",23,31628.0051,31123000
"1178",5,2012,"TORRENT D EN PERE PARRES      ","PARAGUAI, EL                  ","Dona",1,31628.0051,31123000
"1179",5,2015,"CAN BOADA CASC ANTIC          ","PAKISTAN, EL                  ","Home",1,31628.0051,31123000
"1180",5,2013,"CAN BOADA DEL PI              ","ESPANYA                       ","Dona",6,31628.0051,31123000
"1181",5,2014,"CAN ROCA                      ","ESPANYA                       ","Home",40,31628.0051,31123000
"1182",5,2016,"CAN ROCA                      ","ESPANYA                       ","Home",5,31628.0051,31123000
"1183",5,2012,"SANT PERE                     ","PERÚ, EL                      ","Dona",1,31628.0051,31123000
"1184",5,2012,"SANT PERE                     ","REPÚBLICA DOMINICANA, LA      ","Dona",1,31628.0051,31123000
"1185",5,2016,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1186",5,2016,"CAN BOADA DEL PI              ","ESPANYA                       ","Home",1,31628.0051,31123000
"1187",5,2016,"CAN ROCA                      ","ESPANYA                       ","Dona",8,31628.0051,31123000
"1188",5,2016,"PLA DEL BON AIRE              ","ESPANYA                       ","Home",1,31628.0051,31123000
"1189",5,2013,"CAN BOADA CASC ANTIC          ","BULGÀRIA                      ","Home",1,31628.0051,31123000
"1190",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","SENEGAL, EL                   ","Dona",1,31628.0051,31123000
"1191",5,2016,"SANT PERE                     ","NIGÈRIA                       ","Dona",1,31628.0051,31123000
"1192",5,2013,"CAN BOADA CASC ANTIC          ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1193",5,2016,"PLA DEL BON AIRE              ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1194",5,2013,"CAN BOADA DEL PI              ","ESPANYA                       ","Home",5,31628.0051,31123000
"1195",5,2014,"PLA DEL BON AIRE              ","MARROC, EL                    ","Dona",1,31628.0051,31123000
"1196",5,2016,"PLA DEL BON AIRE              ","ESPANYA                       ","Dona",2,31628.0051,31123000
"1197",5,2014,"TORRENT D EN PERE PARRES      ","POLÒNIA                       ","Dona",1,31628.0051,31123000
"1198",5,2014,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Dona",3,31628.0051,31123000
"1199",5,2011,"CAN BOADA CASC ANTIC          ","ESPANYA                       ","Home",30,31628.0051,31123000
"1200",5,2011,"CAN BOADA CASC ANTIC          ","MARROC, EL                    ","Home",7,31628.0051,31123000
"1201",5,2012,"PLA DEL BON AIRE              ","ESPANYA                       ","Home",8,31628.0051,31123000
"1202",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","RÚSSIA                        ","Dona",1,31628.0051,31123000
"1203",5,2012,"TORRENT D EN PERE PARRES      ","HONDURES                      ","Home",1,31628.0051,31123000
"1204",5,2013,"CAN BOADA DEL PI              ","MARROC, EL                    ","Home",1,31628.0051,31123000
"1205",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","REPÚBLICA DOMINICANA, LA      ","Dona",1,31628.0051,31123000
"1206",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","EQUADOR, L                    ","Home",1,31628.0051,31123000
"1207",5,2011,"TORRENT D EN PERE PARRES      ","SENEGAL, EL                   ","Dona",1,31628.0051,31123000
"1208",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","PARAGUAI, EL                  ","Home",1,31628.0051,31123000
"1209",5,2011,"TORRENT D EN PERE PARRES      ","XINA, LA                      ","Home",2,31628.0051,31123000
"1210",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","ROMANIA                       ","Dona",1,31628.0051,31123000
"1211",5,2012,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Dona",3,31628.0051,31123000
"1212",5,2014,"TORRENT D EN PERE PARRES      ","PARAGUAI, EL                  ","Dona",1,31628.0051,31123000
"1213",5,2012,"SANT PERE                     ","SÈRBIA                        ","Home",1,31628.0051,31123000
"1214",5,2012,"TORRENT D EN PERE PARRES      ","EQUADOR, L                    ","Dona",1,31628.0051,31123000
"1215",5,2012,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Home",27,31628.0051,31123000
"1216",5,2014,"PLA DEL BON AIRE - EL GARROT  ","ESPANYA                       ","Dona",2,31628.0051,31123000
"1217",5,2014,"TORRENT D EN PERE PARRES      ","MARROC, EL                    ","Home",2,31628.0051,31123000
"1218",5,2016,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Dona",9,31628.0051,31123000
"1219",5,2014,"PLA DEL BON AIRE              ","XINA, LA                      ","Dona",1,31628.0051,31123000
"1220",5,2012,"CAN BOADA DEL PI              ","ESPANYA                       ","Dona",2,31628.0051,31123000
"1221",5,2014,"POBLE NOU - ZONA ESPORTIVA    ","MARROC, EL                    ","Home",4,31628.0051,31123000
"1222",5,2012,"TORRENT D EN PERE PARRES      ","ESPANYA                       ","Dona",26,31628.0051,31123000
"1223",5,2012,"CAN BOADA CASC ANTIC          ","XINA, LA                      ","Home",1,31628.0051,31123000
"1224",5,2016,"POBLE NOU - ZONA ESPORTIVA    ","ESPANYA                       ","Home",12,31628.0051,31123000
