lat;long;name
41.490692;2.018204;CAP_SANT_GENIS
41.484800;2.036852;CAP_ANTON_BORJA
41.562244;2.017089;CAP_SANT_LLATZER
41.566701;2.040774;CAP_TERRASSA_EST
41.575149;2.029697;;CAP_TERRASSA_NORD
